hash,name,kind,clean,featurizer,model,candidates,split_seed,n_molecules,notes,mrr,n,candidate_recall,mean_candidates,mrr_class1,mrr_class2,mrr_class3,n_class1,n_class2,n_class3,hit@1,hit@5,hit@25,seconds,run_at,host
bca55b205b,model:rrf,model,deisotope=False|deisotope_tol_da=0.01|drop_above_precursor=True|intensity_transform=sqrt|max_peaks=128|min_rel_intensity=0.01|per_window=6|precursor_tol_da=1.5|renormalize=True|window_da=0.0,n/a,"rrf(library_search(modified,ppm=20.0,agg=max)+candidate_prior(mass_window(ppm=15.0)))",mass_window(ppm=15.0),0,400,,0.33055555555555555,60,0.6666666666666666,3.3833333333333333,1.0,0.27976190476190477,0.0,12,28,20,0.2,0.4666666666666667,0.6666666666666666,1.0,2026-09-18 21:35:45,senileFeliness-MacBook-Pro.local
